Longitude,Call_Time,Status,Call_ID,Phone,Call_Date,Latitude,Description,Type_ID
34.812811,0:34,InProgress,254,501100808,2024-10-10,31,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla.",2
34.769825,22:33,Closed,255,500467910,2025-04-14,31,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante.",3
34.648261,20:52,InProgress,256,501364519,2025-08-13,32,Morbi vel lectus in quam fringilla rhoncus.,2
34.813683,17:46,InProgress,257,507185174,2025-10-18,31,In blandit ultrices enim.,3
34.732088,23:35,Open,258,500446238,2024-12-30,31,"",5
35.113642,14:31,Closed,259,507368474,2024-03-13,32,Integer non velit.,2
35.06957,0:24,Closed,260,509013971,2024-03-31,32,Proin at turpis a pede posuere nonummy.,3
34.518306,22:39,Closed,261,501943864,2024-04-09,32,Nulla tellus.,3
34.616993,7:29,Closed,262,507027603,2025-12-15,31,Vivamus tortor.,4
34.750476,21:57,Closed,263,500216722,2024-05-24,32,Nulla ut erat id mauris vulputate elementum.,1
35.470103,9:47,Open,264,508433139,2024-01-05,31,Ut at dolor quis odio consequat varius.,1
34.731584,12:07,Open,265,507185654,2024-07-01,31,"",4
35.326476,0:55,Closed,266,508681048,2024-01-25,32,"",4
35.157068,6:57,InProgress,267,503141508,2025-10-13,31,"",2
34.697243,16:04,InProgress,268,506306980,2024-05-14,32,Mauris ullamcorper purus sit amet nulla.,2
35.34856,0:48,InProgress,269,505020756,2026-01-09,31,Morbi a ipsum.,1
34.989891,14:11,Open,270,504001948,2025-01-27,31,"In est risus, auctor sed, tristique in, tempus sit amet, sem.",3
35.395563,9:15,Closed,271,503443475,2024-02-23,32,Fusce posuere felis sed lacus.,2
35.25927,18:24,InProgress,272,509210436,2025-02-28,31,"",4
34.713376,14:53,Closed,273,500689030,2025-08-16,31,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla.",1
35.240525,22:46,InProgress,274,509512503,2024-08-26,32,Proin eu mi.,6
34.618441,13:34,InProgress,275,503714600,2025-11-01,32,Nam nulla.,4
34.699554,8:16,Open,276,509269133,2025-01-17,32,Vivamus in felis eu sapien cursus vestibulum.,2
34.66974,9:37,Closed,277,501292128,2024-02-05,31,"",1
35.212772,23:49,Open,278,506819617,2025-06-20,32,"",3
35.454423,9:35,InProgress,279,502460054,2024-07-14,32,"",5
34.602624,20:27,InProgress,280,502742521,2025-04-20,33,"",1
34.793081,11:40,Closed,281,504438516,2025-03-13,33,"",3
35.427809,4:56,Closed,282,502240954,2024-01-27,33,"",5
35.399398,9:46,Closed,283,508593179,2025-03-04,32,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.,1
34.590394,16:11,InProgress,284,503820260,2024-12-03,32,Donec semper sapien a libero.,6
35.275999,15:29,Open,285,502554160,2025-04-13,33,"",1
35.037461,2:43,Open,286,502478444,2025-05-02,31,"",4
34.556465,20:08,InProgress,287,501188890,2025-10-11,31,"",1
34.97804,4:32,Closed,288,504904460,2025-09-05,32,Suspendisse potenti.,3
35.373439,3:21,Open,289,507891168,2025-12-04,33,"",2
34.776663,6:02,Open,290,509000207,2024-04-04,32,"",5
34.628223,4:38,Open,291,501076151,2025-10-17,32,"",1
35.176707,8:00,InProgress,292,509654367,2025-06-17,31,Etiam pretium iaculis justo.,4
34.980708,15:33,Open,293,502563694,2024-09-16,32,Nulla mollis molestie lorem.,1
35.090057,21:20,Open,294,507459444,2024-01-02,32,Fusce posuere felis sed lacus.,2
34.61822,1:54,Open,295,504758858,2025-06-17,32,"",1
35.089365,5:37,Open,296,502806697,2026-03-13,32,Fusce posuere felis sed lacus.,3
34.617752,12:34,Open,297,508311115,2024-02-12,31,Nunc purus.,3
35.13748,2:12,InProgress,298,501165242,2024-06-20,31,Mauris sit amet eros.,6
35.058532,0:11,InProgress,299,509837051,2024-08-15,33,Praesent blandit lacinia erat.,3
34.586862,22:54,Closed,300,508788986,2026-01-21,33,"",4
34.960848,13:04,InProgress,301,508119917,2024-04-30,32,"",4
34.607743,2:29,Closed,302,505131682,2024-11-03,32,Cras non velit nec nisi vulputate nonummy.,2
35.226522,9:26,InProgress,303,505922333,2024-06-23,33,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",2
35.23504,1:07,InProgress,304,500958617,2024-11-02,31,Aenean fermentum.,6
34.840866,23:32,Open,305,509189268,2024-09-20,31,"",3
35.024172,0:07,Open,306,503451354,2024-06-25,33,In congue.,2
35.430934,9:59,Open,307,500173454,2026-03-22,33,"",3
35.284771,8:49,InProgress,308,500560718,2026-02-03,32,"",1
35.209607,9:13,InProgress,309,506970565,2024-08-02,31,"",2
35.209137,14:41,Open,310,508267450,2025-10-17,33,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis.",6
35.357553,5:53,Open,311,500380286,2025-10-03,33,"",4
34.611949,7:12,InProgress,312,500479614,2024-11-10,33,Aliquam non mauris.,4
35.476124,4:37,InProgress,313,502734865,2024-03-11,33,Etiam justo.,5
35.182998,5:08,InProgress,314,505164853,2025-07-08,33,Proin risus.,3
35.4483,0:49,Open,315,506784730,2024-08-22,32,"",6
35.173301,4:45,InProgress,316,504464611,2024-06-07,31,"",2
34.665211,3:24,Open,317,500316438,2025-06-20,31,"",3
35.250195,14:53,Closed,318,507305503,2024-11-21,31,"",4
35.157535,1:22,Open,319,507800259,2025-06-04,32,"",2
34.565769,19:01,Closed,320,500265054,2025-07-18,32,"",5
34.850626,21:25,InProgress,321,505740750,2025-02-22,31,"",6
35.22797,3:57,Closed,322,501273157,2025-05-20,33,"",6
34.88837,4:49,Open,323,500293274,2024-06-27,31,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio.,6
35.177383,6:01,Closed,324,501690918,2024-05-28,31,Duis consequat dui nec nisi volutpat eleifend.,6
34.849395,19:26,InProgress,325,505699174,2024-06-15,31,"Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",4
34.862874,22:09,Closed,326,503494120,2025-07-12,31,"",3
35.480176,19:50,Open,327,502972643,2025-01-05,31,"",4
35.080325,0:15,Closed,328,503652740,2025-03-12,31,"",2
34.979184,14:11,Open,329,504450887,2025-12-01,33,"",6
35.187881,0:46,Open,330,508236032,2025-02-02,33,Morbi vel lectus in quam fringilla rhoncus.,2
34.781126,12:01,InProgress,331,507216560,2026-02-14,31,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",3
35.418123,11:17,Closed,332,500560653,2024-05-11,33,"",4
35.056948,15:07,Closed,333,505726124,2025-07-27,31,Duis aliquam convallis nunc.,2
35.156214,10:44,InProgress,334,501948142,2025-09-15,31,Proin interdum mauris non ligula pellentesque ultrices.,3
34.650032,5:01,InProgress,335,505879829,2025-12-10,32,Curabitur in libero ut massa volutpat convallis.,5
35.081366,13:07,Open,336,506591203,2024-11-30,31,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",5
35.122781,20:29,Closed,337,502346996,2026-03-18,33,In blandit ultrices enim.,6
35.105504,12:59,InProgress,338,501820033,2024-10-22,31,"",3
34.815953,0:00,Closed,339,506976432,2026-04-02,33,"",4
34.729885,6:40,Open,340,500884485,2024-10-10,32,"",5
35.083064,0:09,InProgress,341,500629862,2025-05-16,31,Morbi quis tortor id nulla ultrices aliquet.,6
35.154172,16:37,InProgress,342,503560863,2025-07-31,31,"",2
34.542339,11:14,InProgress,343,508689163,2025-02-14,31,"",5
34.969241,13:00,Open,344,501638128,2025-04-14,33,Nullam sit amet turpis elementum ligula vehicula consequat.,2
34.619596,16:23,Closed,345,505526884,2025-08-18,32,Curabitur gravida nisi at nibh.,1
35.122466,13:56,InProgress,346,508784640,2024-11-14,32,"",1
34.527115,14:01,Open,347,508412641,2024-05-15,32,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",4
34.753525,2:30,InProgress,348,503173320,2024-01-03,31,Morbi vel lectus in quam fringilla rhoncus.,6
35.25612,12:47,InProgress,349,507659131,2025-01-02,31,Morbi vel lectus in quam fringilla rhoncus.,5
35.493351,14:25,InProgress,350,502149499,2026-03-03,33,"",2
34.745547,9:59,InProgress,351,501377354,2026-01-14,32,"",4
35.380301,10:18,InProgress,352,504789067,2025-09-10,31,"Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",3
35.000054,4:21,InProgress,353,503406316,2024-08-01,33,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus. Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh. In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti. Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris. Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem. Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque. Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus. In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat. Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat. Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis. Sed ante. Vivamus tortor. Duis mattis egestas metus. Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat. In congue. Etiam justo. Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi. Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus. Phasellus in felis. Donec semper sapien a libero. Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius. Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam. Nam tristique tortor eu pede.",3
35.172036,2:35,Open,354,503230878,2024-06-08,33,"",2
35.06243,22:32,Closed,355,500027617,2025-02-05,31,"",5
34.970354,3:08,Open,356,508071672,2024-08-28,31,In sagittis dui vel nisl.,2
34.576466,17:42,InProgress,357,506366954,2025-01-09,32,"",6
35.046306,20:39,InProgress,358,502835312,2025-08-26,32,"",5
35.325376,23:22,Open,359,508116797,2026-02-16,31,Pellentesque eget nunc.,4
34.583616,23:20,Closed,360,501584547,2025-05-02,31,Vivamus tortor.,1
34.75816,22:42,Open,361,503563940,2024-07-09,33,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla.",2
35.183491,13:27,Closed,362,502775373,2024-10-05,31,"",3
34.567821,0:25,Open,363,507370485,2026-02-12,32,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla.",5
34.939751,0:02,InProgress,364,508169890,2024-11-29,33,Donec posuere metus vitae ipsum.,3
34.701389,19:15,InProgress,365,507464713,2025-01-28,33,"",5
34.628421,11:55,Open,366,507321578,2024-10-15,31,Duis consequat dui nec nisi volutpat eleifend.,5
34.97155,20:35,Open,367,508032457,2025-03-17,33,Aliquam quis turpis eget elit sodales scelerisque.,5
35.116489,6:31,Open,368,509357334,2024-07-13,32,Ut tellus.,1
35.119821,6:28,Closed,369,507549178,2024-12-09,31,"",3
34.559532,4:10,InProgress,370,506056532,2024-06-24,32,"",5
35.482878,21:25,InProgress,371,500737182,2025-03-08,31,Suspendisse accumsan tortor quis turpis.,5
35.039075,21:54,Closed,372,508100464,2025-08-12,31,"",5
35.455378,4:38,Open,373,509308725,2026-01-28,33,Nam dui.,5
35.372002,7:15,InProgress,374,505967145,2025-03-31,31,"",1
34.796774,4:59,InProgress,375,504560803,2024-11-15,32,Vivamus vestibulum sagittis sapien.,6
34.944113,11:35,InProgress,376,502271416,2024-12-31,33,Nullam molestie nibh in lectus.,6
34.522793,23:19,Open,377,505327471,2024-02-24,32,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",1
35.337999,18:11,InProgress,378,500012579,2024-12-23,32,"",4
34.618923,16:55,Closed,379,502356649,2024-08-26,32,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio.,1
35.149478,13:04,InProgress,380,505363337,2024-01-28,33,Vestibulum rutrum rutrum neque.,3
34.932366,17:53,Open,381,509199709,2024-04-17,32,Vivamus tortor.,2
35.485337,23:09,Open,382,500032776,2025-12-29,31,"",1
34.796365,14:01,Open,383,502118625,2024-03-19,33,Nulla ut erat id mauris vulputate elementum.,1
35.107825,22:00,Open,384,501525596,2025-07-23,31,"",6
34.596055,0:01,Closed,385,501842364,2024-12-19,31,"",3
34.68167,7:57,InProgress,386,502380953,2025-05-14,31,"",6
34.727177,5:43,InProgress,387,507649323,2025-04-14,31,Pellentesque ultrices mattis odio.,3
35.264074,23:24,Open,388,509505160,2025-11-02,33,"",4
35.471418,23:19,InProgress,389,505268247,2026-03-25,31,Aliquam erat volutpat.,4
35.260192,23:00,InProgress,390,501962348,2025-04-06,32,"",6
35.405914,2:00,Closed,391,503669930,2025-03-14,31,"",6
34.77101,11:00,Open,392,508261321,2025-06-20,31,Suspendisse potenti.,5
35.361661,5:25,Closed,393,505618402,2025-01-14,31,"",5
35.280927,13:00,Open,394,505448932,2025-06-15,31,Integer tincidunt ante vel ipsum.,6
34.598797,12:44,InProgress,395,504006143,2024-07-16,32,"",1
35.205648,17:21,InProgress,396,509254084,2025-08-09,33,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci.",6
34.991223,11:30,InProgress,397,507889717,2024-08-26,32,"Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla.",6
34.587629,2:16,InProgress,398,506150866,2024-09-26,32,Ut tellus.,3
35.124244,10:20,Open,399,502990261,2024-11-08,32,"",1
35.150912,9:34,Open,400,501951795,2025-09-25,33,Duis consequat dui nec nisi volutpat eleifend.,1
35.076395,7:25,Open,401,506686369,2024-08-31,32,Morbi quis tortor id nulla ultrices aliquet.,4
35.346635,17:53,InProgress,402,506713863,2024-04-16,31,"",2
35.364222,0:40,Open,403,506156100,2024-04-28,33,"",3
35.273238,7:51,InProgress,404,507702981,2024-05-15,31,Aliquam erat volutpat.,5
35.468848,19:53,InProgress,405,506044249,2025-10-05,33,Praesent lectus.,2
35.312084,3:55,Open,406,504985768,2025-10-03,31,Etiam vel augue.,4
34.95244,6:01,Open,407,504204211,2024-05-21,32,Nulla mollis molestie lorem.,5
34.809589,2:13,Open,408,508162088,2025-03-12,31,"",1
35.095073,15:00,Open,409,502055641,2024-06-17,33,"",2
35.345018,12:54,Closed,410,503132176,2025-01-14,32,Morbi vel lectus in quam fringilla rhoncus.,4
34.900088,10:32,Open,411,508526418,2025-10-18,33,"",4
35.077756,5:17,Open,412,504859064,2025-08-01,33,"",2
35.36761,4:47,InProgress,413,503455730,2024-05-09,31,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",6
35.423633,5:26,InProgress,414,503650865,2024-09-18,31,"",1
35.20097,3:09,Open,415,501162271,2024-12-30,32,Morbi non lectus.,5
35.186974,0:59,Closed,416,502009061,2024-07-26,31,Sed vel enim sit amet nunc viverra dapibus.,6
34.871335,6:56,Open,417,508763516,2024-10-26,32,"",4
34.740969,18:56,InProgress,418,505648049,2025-05-03,31,Aenean sit amet justo.,4
34.934314,8:16,Open,419,509493348,2026-03-29,31,Ut tellus.,4
34.614882,7:02,InProgress,420,504955708,2024-03-29,31,"Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",1
35.22912,5:14,InProgress,421,501302184,2025-08-25,33,"",2
34.6142,20:17,InProgress,422,500654034,2024-03-17,32,In hac habitasse platea dictumst.,3
34.961112,12:21,Open,423,505593574,2025-10-30,32,"",1
35.396407,14:19,Closed,424,509065700,2024-01-17,31,Mauris ullamcorper purus sit amet nulla.,4
34.849593,9:51,InProgress,425,505692333,2025-08-29,32,Maecenas rhoncus aliquam lacus.,1
35.260547,13:23,Open,426,501137172,2025-12-18,33,Curabitur in libero ut massa volutpat convallis.,1
34.542942,14:19,Closed,427,508750248,2024-04-06,33,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante.",4
34.56927,15:30,InProgress,428,503367688,2024-09-03,32,Etiam pretium iaculis justo.,4
35.396358,21:52,Closed,429,509820364,2025-11-01,31,"",1
35.259896,15:17,Closed,430,509737086,2024-06-26,32,Duis aliquam convallis nunc.,4
34.601138,20:36,Open,431,502248561,2025-08-11,32,Duis at velit eu est congue elementum.,2
34.628406,11:26,Open,432,508435781,2025-01-11,32,"",4
35.057088,21:01,Closed,433,507073203,2024-06-08,31,"",3
35.389554,14:03,InProgress,434,501063265,2026-01-08,31,Phasellus id sapien in sapien iaculis congue.,4
34.974348,16:59,Open,435,502333242,2025-09-17,31,"",5
34.958295,3:07,Open,436,507618454,2025-12-09,33,"",5
35.260667,9:22,Open,437,503932036,2024-10-18,31,"Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla.",6
35.421849,3:53,Open,438,501814563,2025-03-11,31,"",4
34.939852,10:57,Closed,439,507874713,2025-12-12,32,"In est risus, auctor sed, tristique in, tempus sit amet, sem.",1
34.95866,2:17,Open,440,507790705,2024-06-13,33,"",2
34.940817,18:24,InProgress,441,506659764,2025-03-19,31,Ut tellus.,1
34.666141,10:34,InProgress,442,506985931,2024-11-20,33,Maecenas rhoncus aliquam lacus.,3
34.749689,7:17,Open,443,504177866,2024-09-09,31,Nulla tellus.,4
35.377805,15:11,Closed,444,500876794,2025-01-10,33,"",3
34.715584,3:39,Open,445,508130268,2024-02-02,32,"",1
35.458109,15:07,Closed,446,502715898,2024-04-14,31,"",4
35.370575,13:37,Closed,447,501504590,2025-04-08,31,Nam nulla.,4
34.767412,18:20,InProgress,448,503435076,2024-01-18,33,Cras in purus eu magna vulputate luctus.,2
35.204177,23:58,InProgress,449,504948448,2025-08-23,31,"",6
35.271427,20:49,Closed,450,501071065,2024-01-23,31,Suspendisse potenti.,3
35.030104,12:37,Open,451,502468074,2025-01-09,32,Praesent blandit lacinia erat.,2
34.728647,14:00,Open,452,502240540,2025-08-09,31,Nam tristique tortor eu pede.,4
34.790035,17:49,Open,453,505208675,2024-07-07,33,"",4
35.394373,1:19,InProgress,454,500824883,2025-12-07,33,"",5
34.846954,0:49,Closed,455,507812726,2025-10-02,32,Pellentesque at nulla.,1
34.545291,16:42,Closed,456,507304323,2024-08-08,32,Donec quis orci eget orci vehicula condimentum.,3
35.334132,12:40,Open,457,501690238,2024-12-09,32,Maecenas rhoncus aliquam lacus.,6
35.065155,16:17,Open,458,502795305,2024-11-09,33,"",6
35.126747,12:54,InProgress,459,503031061,2024-02-04,31,"",4
34.51023,5:16,Closed,460,502619360,2024-10-03,31,Nulla mollis molestie lorem.,3
34.509973,16:16,Closed,461,501273586,2025-04-02,33,"",3
34.713652,12:33,Open,462,506817619,2024-12-04,31,"",2
34.82757,23:03,Open,463,504259827,2025-02-01,32,Integer ac neque.,4
34.972858,6:05,InProgress,464,506425896,2024-09-26,32,"",5
34.576576,22:26,Open,465,503888853,2025-08-13,33,Integer non velit.,4
34.753495,9:48,InProgress,466,509747316,2025-12-12,31,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis.",3
35.346168,10:39,Open,467,508860818,2025-03-08,32,Nam nulla.,4
35.280242,1:34,Closed,468,501039323,2024-01-25,31,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo.",5
35.173378,14:36,InProgress,469,509569712,2025-05-18,32,"",1
34.849714,16:32,Closed,470,502329809,2026-02-20,33,Vestibulum rutrum rutrum neque.,2
34.578469,8:57,InProgress,471,509564462,2024-04-25,33,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",3
35.030045,12:03,Open,472,506414763,2024-08-17,31,Aenean sit amet justo.,3
35.259487,3:55,Open,473,504532576,2024-06-21,33,Cras non velit nec nisi vulputate nonummy.,6
34.863829,7:13,Closed,474,500834700,2025-12-22,33,"Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",5
34.914411,4:43,InProgress,475,500771299,2024-05-24,31,"",6
35.282376,20:21,InProgress,476,508212805,2025-03-29,31,Nunc nisl.,3
34.820599,5:09,Open,477,509633399,2025-04-04,31,Proin at turpis a pede posuere nonummy.,3
35.384001,5:31,Closed,478,501278326,2025-01-28,31,"",6
35.046022,16:20,Open,479,506250207,2024-05-21,33,Morbi quis tortor id nulla ultrices aliquet.,6
35.048223,15:39,Open,480,501508923,2024-10-01,33,"",5
34.557537,19:26,Closed,481,509211514,2026-02-28,31,"Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",3
34.630166,0:23,Open,482,503680769,2024-12-29,31,"Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue.",5
34.814628,5:30,InProgress,483,501791409,2025-02-16,31,"",5
35.48533,23:37,Closed,484,509449758,2025-09-15,32,Donec ut mauris eget massa tempor convallis.,1
35.162692,15:33,InProgress,485,504928758,2024-08-26,32,Aliquam erat volutpat.,6
34.943595,14:45,Closed,486,509369679,2025-07-07,32,"",2
34.748809,6:37,Closed,487,503831611,2026-02-28,31,Cras in purus eu magna vulputate luctus.,1
35.239964,1:37,InProgress,488,501858133,2024-11-16,32,Aenean fermentum.,4
35.327113,0:01,Open,489,500386326,2025-05-10,31,Nulla nisl.,4
34.853389,1:08,InProgress,490,505488105,2026-02-16,31,"",2
35.190873,10:11,Closed,491,507933119,2024-04-17,31,"",6
35.023974,20:41,Open,492,507224128,2024-07-21,33,Ut at dolor quis odio consequat varius.,2
34.8562,2:25,Closed,493,505736447,2025-09-15,31,Aenean fermentum.,2
34.744793,12:27,Open,494,501771827,2024-09-12,33,"",6
35.46141,4:52,Closed,495,508883500,2024-03-06,33,Nam tristique tortor eu pede.,1
35.053328,22:20,InProgress,496,500863285,2025-04-10,31,Vivamus vestibulum sagittis sapien.,1
35.201471,15:52,Open,497,505732283,2025-05-26,31,"",6
35.21872,7:52,Closed,498,505728051,2025-09-20,31,In quis justo.,1
34.763538,2:55,Closed,499,506674356,2025-10-31,32,Curabitur gravida nisi at nibh.,2
34.967692,6:52,InProgress,500,506067611,2025-10-06,33,"",3
